SAE,AAVE
"\""It's only let me to complete awesomeness at all times. It's only led me toawesome truth and awesomeness.\
","""It's only led me to complete awesomeness at all times. It's only led me toawesome truth and awesomeness. ""
"
"No, but I think I'm going to check out \""The Killing\"" on Netflix next.What's that Donovan show about
","naw, but I think imm check out ""the killing"" on netflix next.What's dat Donovan show about?
"
"That's funny. You're welcome. And besides, you're not mentally ready if I did mess with you. That guy's goingto be very confused
","lol your welcome .....and besides u not mentally ready if I did fuck u.....mfs gonebe mind blown fuck sprung
"
"You're preaching to the choir chief, I had a Chevy Corsica and gotgood action in it. That's funny
","u preaching to choir chief, I had a chevy corsica and gotgood action in it lol
"
"Just got back into South Carolina.  Trying to find somethingto do.  Any ideas
","just touched back down in dat SC... Tryin to find somethingto get into... Any ideas?
"
"Yes for free... Nobody has payed for that album yet ...links (to the album) were posted that nightplayed it shortly befor
","lol ugh yea for free... Nobody payed for that album yet ...links were posted that night and flexplayed it a min before
"
"But wait, I'm really up. My phone is really active about something. The few four or five people I talk to every dayare when I sleep and at work
","But wait I really be up like my phone be popping on something the lil 4-5 people I talk to everydayis sleep and at work
"
"Drake is not telling the truth. He is too emo to stop making new friends. It is alright, I'm hear to listen. Send me a message with whatever is troubling you. The church doors are now open.
","drake lies he 2 emo not to make new friends..its ok ill be an ear lay ur burdens in my dm box, the doors tothe church r now open
"
"Being GAY is the ONLY sin people focus on. Cursing? Sin. Sex before marriage? Sin. Sins are sins. You are all toojudgmental. That’s also a sin
","Being GAY is the ONLY sin people focus on. Cursing? Sin. Sex before marriage? Sin. Sins are sins. Y'all toojudgmental. that's also a sin.
"
"I am so grateful that God is speaking and I am hearing. Ministry is inme and I must do
","I am so gratful that God is speaking and I am hearing. Ministry is all inme and I must do.
"
"I’m tired of this shit, man. I’m gone. I’m leaving. Fuck that shit. She wants me goneanyway, man. Damn. Haha. I don’t give a fuck.
","Im tired of dis shit man im gne im leaving fuk dt shit she want me gneanyway man damn ha idgaf
"
"A little wine has gotten me feeling some type of way! Wow, I'm mad at the bar because they are not open,and they were good as shit. Yes
","Lil wine got me feeling some type away!"" Yoooooo I'm mad the bar not open theywas good as shit"" yesssssss
"
"I just held my hand up to this man's muscles in the gym .. They are thesize of my hand..
","I just randomly held my hand up to this dudes muscle in the gym .. His shit is thesize of my hand man...
"
"I have been working like crazy trying to make him something, but there is not telling what he will do for the paper. This song is dumbbut it sounds good
","My *** been hustling tryna make him somethin, aint no tellin what he'll do for the paper.... This song is dumbbut i be boppin lol
"
"I have too much respect for Rachel Jeantel on the show. She tells it like it is!
","I have to much for respect for Rachel Jeantel on the show. Shetells it like it is!
"
"I slept like a rock for four hours. Now I’m wide awake. The life of an insomniac. I’m shaking my head.
","Slept like a rock for 4 hours. Now, I'm wide awake. Thelife of an insomniac *smh*
"
"They are the best boy band ever, making me feel better aboutmyself! Love you guys
","being the best boy band ever and making me feel better aboutmyself! Love you guys! <33333
"
"Hi Nuddy, I miss you. You said, come talk to me tomorrow, you've been missing in action\"".I have been relaxing. I will
","hi Nuddy imy"" jazzzzzzyyyyy come holla at me 2mar u been MIA""I bee chillin I will
"
"People like to categorize hip hop as old school or new school. Bullshit! The categories are either good or bad. Wake up
","People like to categorize HipHop as Old School or New School. BULLSHIT!!! The categories are eitherGood or Bad. Wake Up!!!!
"
"Have you ever noticed people say \""that is funny\"" when they want to acknowledge that you tried to be funny but they do notwant to tell you you were not funny at all
","Have you ever noticed ppl say 'that's funny' when they want to acknowledge you tried to be humorous but don'twant to say you failed
"
"Dorian is a true African American. He’s been homeless twice, sleeping on his girlfriend’s couch, and has two girlfriends.
","Dorian a true nigga... He been homeless twice (aka sleeping on his girlcouch) and got two girlfriends
"
"I see you’re singing 90’s tunes on my timeline...would you be interested in listening to a 90’s R&B mix?
","I see you singing 90s tunes on my timeline..would you be interested in listeningto a 90s RnB mix?
"
"I have my outfit for tomorrow. You can catch me on the beach, man, without aconcern for hurting anyone's feelings
","I got my fit for Toma u can catch me on the beach man with agallon of 1800 real tlk
"
"Bobby Brown made the room awkward for like five secondsaddictions are horrible
","Bobby Brown made the room awkward for like 5 secs ..smh...addictions really are bad lol
"
"I have lost a lot of people in my life. I might miss them from time to time, butit's all in God's plan
","I done lost alotta ppl in my life, I mite miss em from time 2 time, butits all in Gods plan.
"
"Sorry, but he is one of the honest people in Chicago. I got everything he createdwaiting on his music
","Sorry but is one of the realist niggas in CHIRAQ I got everything bro droppedwaiting on this jeep music
"
"I was at work and Josh jumps up and says that he has to go to the bathroom. Mr. David replied with, \""Do all the right things.\
","At work and Josh jumps up and says he has to go to the bathroom. Mr. David replies with,""do all the right things.""
"
"It's the first of the month, rent is due. If you don't have anything on the table, don't worryabout being a dog catche
","It's the first of the month, rent is due. If you don't have nothin on the table. You ain't gotta worrybout being a dog catcher..
"
"After I heard that booty bandit shit on Facebook, I fellin love with his voice
","After i heard that booty bandit shit in facebook i feelin love wit his voice
"
"The next thing you know, he is going back to his desk. I came over and said \""stop all that playing in public\"". He then steppedon my shoe and I slappe
","next thing u know he go back to his desk. I came over and said ""stop all dat playin in public"". He steppeson my shoe, I slapped
"
"I'm so lost when I log on now...with emojis and new lingo and shit. The world moves way toofast for Kim’s son now.
","I'm so lost when I log on now...emojis and new lingo and shit. The world move way toofast for Kim son now
"
"I truly did not believe that Jay-Z was coming to Birmingham until it showed up on Ticketmaster. Because yesterday every city excluding Birminghamwas showing. Now it's on the site
","I didn't believe HOV was coming to bham until it showed on ticketmaster. Because yesterday every city but bhamwas showing. It's on there
"
