sentid,pairid,type,comparison,sentence
1057,1056,AAE,unexpected,"HONESTLY,I REALLY DON'T GAF ABOUT WHAT YOU THINK OF THE MUSIC I LIKE....YEAH I GUESS IM LAME CAUSE IONREALLY LIKE 2 CHAINZ?? DAFUQ...
"
1057,1057,SAE,expected,"To the people that talk to me the most, quote this with the funniest thing that I've ever said
"
1058,1057,AAE,unexpected,"Tuh the people that talk to me tha most, QUOTE THIS WITH THEFUNNIEST THING I'VE EVA SAID.
"
1058,1058,SAE,expected,"Bitch, I fucking hope you do. You'll be a dead son of a bitch,I'll tell you that! I'm laughing
"
1059,1058,AAE,unexpected,"""BITCH I HOPE THE FUCK U DO YOU'LL BE A DEAD SON OF AH BITCHILL TELL YEW DET!!"" LMFAOOOOOOOOOOOOOO
"
1059,1059,SAE,expected,"Marriage isn't for you. You don't have to marry to make yourself happy, you marryto make someone else happy
"
1060,1059,AAE,unexpected,"Marriage isn't for you. You don’t marry to make yourself happy, you marryto make someone else happy.
"
1060,1060,SAE,expected,"I believe in the millions of possibilities in this world, but pleasingeverybody isn't one of them
"
1061,1060,AAE,unexpected,"I believe in the millions of possibilities in this world but pleasingeverybody isn't one of them
"
1061,1061,SAE,expected,"Marriage isn't for yourself, you're marrying for a family. Not just for the in-laws and all of that nonsense,but for your future children
"
1062,1061,AAE,unexpected,"Marriage isn’t for yourself, you’re marrying for a family. Not just for the in-laws and all of that nonsense,but for your future children.
"
1062,1062,SAE,expected,"I'll do all day if I could. Put a lumber jack onand give you the wood
"
1063,1062,AAE,unexpected,"Ill do all day if I could, put a lumber jack onand give you the wood.
"
1063,1063,SAE,expected,"People have 20/20 vision when it comes to you're problems, but they're as blind as RayCharles to their own bullshit
"
1064,1063,AAE,unexpected,"People got 20/20 vision when it comes to YOUR problems, but be RayCharles to their own bullshit!""
"
1064,1064,SAE,expected,"If another person says I look like Ceaser from \""Black Ink\"" Im going tosmack the shit out of them
"
1065,1064,AAE,unexpected,"If another person say I look like Ceaser from Black Ink immasmack the shit outta them
"
1065,1065,SAE,expected,"I swear that if we win this bowl game, it's going to by intimidating towhoever we play against, I promise
"
1066,1065,AAE,unexpected,"I swear yo if we get this ok on the bowl game shit gonna get real dark n scary fast forwhoever we play I promise!
"
1066,1066,SAE,expected,"You see this: \""Hey, mar, my baby, I miss you.\""\""I miss you too.\
"
1067,1066,AAE,unexpected,"you see this .. ""hey mar my baby , I miss you"" I miss you too.
"
1067,1067,SAE,expected,"I worked the whole summer and have nothing to show for it. I had topay taxes with all of it
"
1068,1067,AAE,unexpected,"Well I worked all summer couldn't save a cent. Gave allmy money to the government.
"
1068,1068,SAE,expected,"I don't have anything. I just have something in the wayof me going up there
"
1069,1068,AAE,unexpected,"I don't got nun I just got something in the wayof me going up there
"
1069,1069,SAE,expected,"I didn't get to go to waffle House or Ihop last night so what I'm going to do is make my own breakfast now
"
1070,1069,AAE,unexpected,"Didn't make it to Waffle House nor Ihop last night so I'm aboutto make my own breakfast
"
1070,1070,SAE,expected,"Somebody stole my jacket, I'm scared to tell my mom. Hey, wow,how did you lose it
"
1071,1070,AAE,unexpected,"Somebody stole my jacket I'm scared to tell my mom "" ayoooohow you loose it ?
"
1071,1071,SAE,expected,"I woke up in some new vagina, he woke upbleeding thinking; \""Who shot me?\""
"
1072,1071,AAE,unexpected,"I Woke Up In Some New Punani , He Woke UpBleeding Like Who Shot Me!
"
1072,1072,SAE,expected,"I forgot all about \""Ask.FM\"", but \""Go Ask Me Stuff\"", I just put the link backin my bio, Soo Go
"
1073,1072,AAE,unexpected,"I Forgot all About Ask.fm But Go Ask Me Stuff I just put The link BackIn my bio Soo Goo.
"
1073,1073,SAE,expected,"I'm thankful for all the celebrities and non-celebrities I have interacted with over social media the past several yearsyou guys inspire me constantl
"
1074,1073,AAE,unexpected,"I'm thankful for all the celebs and non celebs I have interacted with over social media the past several yearsu guys inspire me constantly
"
1074,1074,SAE,expected,"Success is not measured by what you accomplish, but by the opposition youhave encountered, and the courage
"
1075,1074,AAE,unexpected,"Success is not measured by what you accomplish, but by the opposition youhave encountered, and the courage!
"
1075,1075,SAE,expected,"I don't trust anybody, so when you earn my trust, pleasedon't screw up and break it
"
1076,1075,AAE,unexpected,"I don't trust easily, so when I tell you I trust yu, pleasedon't make me regret it...
"
1076,1076,SAE,expected,"You have proved time and time again that you do not give a shit and that you are too good to over here. So just saythe fuck where you are at.
"
1077,1076,AAE,unexpected,"U have proved time and time again that you don't give a shit and you are too good to be over here so just saythe fuck where you st
"
1077,1077,SAE,expected,"Today I feel like Oscar the Grouch... looking for the nearest trash can to hide in until 5pm.
"
1078,1077,AAE,unexpected,"Today I feel like oscar the grouch...looking for the nearest trashcanto hide in till 5pm.
"
1078,1078,SAE,expected,"I think I saw the meteor too, but I thought itwas a stunt fro
"
1079,1078,AAE,unexpected,"I think I saw the meteor too but I thought itwas a stunt from !
"
1079,1079,SAE,expected,"I am not impressed with people at all. I am so tired of them treating you like that. They only talk to you when they need something
"
1080,1079,AAE,unexpected,"People really never seem to amaze me. I get so sick of people only hitting youup when they need you
"
1080,1080,SAE,expected,"I swear, college is useless. I am done with that shit unless it's freeand I'm taking golf classes.
"
1081,1080,AAE,unexpected,"I swear college is useless I'm done wat that shit unless its freeand I'm talkin golf classes
"
1081,1081,SAE,expected,"ok I get off at 2:30 so I can come wash ifyou don't have any plan
"
1082,1081,AAE,unexpected,"ok I get off at 230 so ima come wash ifyou don't have any plans
"
1082,1082,SAE,expected,"Everything on sale... They are about to charge the doors. I just hope nobodytries to steal anything. *shaking my fucking head\
"
1083,1082,AAE,unexpected,"ERETHING on sale.. They bouta bumrush the doors I jus hope nobodytries to steal anything smfh
"
1083,1083,SAE,expected,"That dumb bitch just said damn, Tyga was texting Gucci earlier. You dumb bitch Tyga on the WestCoast... I'm shaking my head, I'm done
"
1084,1083,AAE,unexpected,"Dum bitch jus said damn tyga been text Gucci earlier... You dum bitch tyga on the westcoast... Smfh I'm done yo
"
1084,1084,SAE,expected,"Hell yeah, or he isn't going to make it out. He is going to killhimself if they corner him
"
1085,1084,AAE,unexpected,"hell yeah or he ain't gonna make out."" He goin killhimself if they corner him
"
1085,1085,SAE,expected,"Dude is an informer on another guy at work, then somebody tattles right on them and then theyare frustrated, hahaha
"
1086,1085,AAE,unexpected,"Niggas a snitch on a niggaaa at work then somebody come snitch rite on them and den theybe sick ass shit lls
"
1086,1086,SAE,expected,"Damn, are you alright? I thought you hung yourself after yesterday. Boy, you lost to a bitch, you are some shit for real
"
1087,1086,AAE,unexpected,"Dam U Aite?? Thought U Hung Urself Afta Yesterday""boy ya lost tobitch ya some shit foreal
"
1087,1087,SAE,expected,"If you are trying to sell an iPhone, call your community \""CARRYOUT\"", theywill really enjoy that shit
"
1088,1087,AAE,unexpected,"If u tryin sell a iPhone call ur community CARRYOUT theywill geek off that shit
"
1088,1088,SAE,expected,"All I see on Instagram, is pictures with quotes talking about; \""People this, people that\"". I'mabout done with that shit
"
1089,1088,AAE,unexpected,"All I see on ig is pictures with quotes talkin bout niggas this niggas dat I'mbout done with that shit
"
1089,1089,SAE,expected,"There are student loan people following me so closely, they have my first pair of shoesin their rear view mirrors
"
1090,1089,AAE,unexpected,"Student loan ppl in my bushes so bad they got my first pair of shoesin they rear view mirrors!!!
"
1090,1090,SAE,expected,"I can't drink because I have a scrimmage tonight, I will be cursing out the kids and will be arguing withthe dumbest coaching staff ever
"
1091,1090,AAE,unexpected,"Can't drink cause I got a scrimmage tonite be cussing the kids out and and get the arguing witthe dumbest coaching staff ever!!
"
1091,1091,SAE,expected,"I'm not rude if I call my boyfriend and  wake him up, because hewill do it to me too
"
1092,1091,AAE,unexpected,"I'm not rude if I call my boyfriend & wake him up cause hewill do it to me!
"
1092,1092,SAE,expected,"Don't mess with me. I used your own tactics to catch you in your liesand you can't stand it. I don't give a fuck
"
1093,1092,AAE,unexpected,"Don't play with me! & I played you at your own game& you hate that Idgaf
"
1093,1093,SAE,expected,"I already know when I talk to him he will have somewords for me
"
1094,1093,AAE,unexpected,"I'm already knowing when I talk to him he got somewords for my little ass
"
1094,1094,SAE,expected,"I need to go wash, I don't have a clue of what I'm putting on. Oh my fucking god, I have too many damn clothes, and always sayingI don't have any lies
"
1095,1094,AAE,unexpected,"I need to go wash I don't have a clue of what I'm putting on omfg I have too many damn clothes & always sayingI don't have any lies
"
1095,1095,SAE,expected,"Because I didn't know he called, and I don't have a missed call. That tripping spazzing stuff, I'm notfor it tonight at all
"
1096,1095,AAE,unexpected,"Cause I didn't know he called & I don't have a miss call that tripping spazzing shit I'm notfor it tonight at all
"
1096,1096,SAE,expected,"I'm so used to being lonely. It's not funny but a learning lesson. I need to be with people whowant to be with me.
"
1097,1096,AAE,unexpected,"I'm so use to being lonely it ain't funny but a learning lesson I need to be with ppl datwant to be with me
"
1097,1097,SAE,expected,"Good morning; we wish you all a wonderful Monday. May God's blessings, mercy, and grace be with you. Holy Spirit, go out beforeus in Jesus' name. Amen
"
1098,1097,AAE,unexpected,"Good morning; we wish u all w wonderful Monday may God blessings, mercy, and grace be with u all.Holy Spirit go out b4us in Jesus name Amen
"
1098,1098,SAE,expected,"Why do we have to steal my saying though? \""Slow dancing is how you catch feelings.\"" I said thatsame exact thing last night
"
1099,1098,AAE,unexpected,"Why we gotta steal my saying tho. ""Slow dancing is how you catch feelings"" I said thatsame exact thing last night
"
1099,1099,SAE,expected,"I didn't try to hold your hand, dude. I held that shit, just likehow I grabbed that ass
"
1100,1099,AAE,unexpected,"I didn't try to hold your hand g. I HELD that shit. Just likehow I grabbed that ass
"
1100,1100,SAE,expected,"Visit schools, you need to understand what is happening on the ground inorder to lead sustainable change
"
1101,1100,AAE,unexpected,"Visit schools... you need to understand what is happening on the ground inorder to lead sustainable change.
"
1101,1101,SAE,expected,"Wow! Lilacs and champagne at Metro, one of the best shows I've seen Jazz metal? And westill have Grails to go
"
